case_id,faa_ors,faa_asn,usgs_pr_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat,eia_id,retrofit,retrofit_year,offshore
3110756,48-178599,2019-WTW-5134-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.58066,33.00531,62142.0,0,,0
3109200,48-178559,2019-WTW-5144-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54122,33.03074,62142.0,0,,0
3107048,48-176785,2019-WTW-5168-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.49898,33.04936,62142.0,0,,0
3107784,48-176318,2019-WTW-5091-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.5874,32.87516,62142.0,0,,0
3107774,48-176353,2019-WTW-5163-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.52808,33.05191,62142.0,0,,0
3105808,48-176953,2019-WTW-5153-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.52942,33.03648,62142.0,0,,0
3106381,48-175996,2019-WTW-5112-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.57116,32.91568,62142.0,0,,0
3109927,48-178600,2019-WTW-5151-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.53845,33.03853,62142.0,0,,0
3109462,48-178558,2019-WTW-5132-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,8/2/2022,Maxar,-100.59049,33.00243,62142.0,0,,0
3106798,48-176366,2019-WTW-5090-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.5946,32.87386,62142.0,0,,0
3109505,48-178221,2019-WTW-9767-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.505,33.00221,62142.0,0,,0
3106941,48-176951,2019-WTW-5152-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.53359,33.03643,62142.0,0,,0
3108501,48-175998,2019-WTW-5114-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56422,32.91092,62142.0,0,,0
3109360,48-178224,2019-WTW-9768-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.499,33.00184,62142.0,0,,0
3108182,48-176955,2019-WTW-5099-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.5881,32.89581,62142.0,0,,0
3108264,48-178002,2019-WTW-5138-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.55611,33.01964,62142.0,0,,0
3106158,48-176436,2019-WTW-5167-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.5071,33.05494,62142.0,0,,0
3106185,48-176827,2019-WTW-5097-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.59412,32.90086,62142.0,0,,0
3108090,48-177891,2019-WTW-5146-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.52546,33.02178,62142.0,0,,0
3106421,48-176243,2019-WTW-5096-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.58898,32.88286,62142.0,0,,0
3108168,48-176031,2019-WTW-9779-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.57781,32.91018,62142.0,0,,0
3109923,48-178208,2019-WTW-5135-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.57259,33.00726,62142.0,0,,0
3109023,48-178563,2019-WTW-5141-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.55407,33.03184,62142.0,0,,0
3109606,48-178209,2019-WTW-9766-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.51255,33.00785,62142.0,0,,0
3106482,48-176320,2019-WTW-5173-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.53223,33.06864,62142.0,0,,0
3107777,48-178003,2019-WTW-5139-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.5514,33.02129,62142.0,0,,0
3109467,48-178588,2019-WTW-5133-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.58538,33.00439,62142.0,0,,0
3105990,48-176030,2019-WTW-5108-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.58295,32.90431,62142.0,0,,0
3108251,48-176244,2019-WTW-5175-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.52039,33.07149,62142.0,0,,0
3106560,48-176356,2019-WTW-5100-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.58499,32.89265,62142.0,0,,0
3105988,48-176198,2019-WTW-5177-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54499,33.08201,62142.0,0,,0
3105947,48-177892,2019-WTW-5147-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.5192,33.02145,62142.0,0,,0
3106796,48-176196,2019-WTW-9774-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.57022,32.89464,62142.0,0,,0
3107203,48-176028,2019-WTW-9778-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.57375,32.90838,62142.0,0,,0
3108198,48-176065,2019-WTW-5107-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.58606,32.90645,62142.0,0,,0
3108146,48-176111,2019-WTW-9777-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.58901,32.90821,62142.0,0,,0
3106397,48-176358,2019-WTW-5165-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.51813,33.05258,62142.0,0,,0
3106448,48-175995,2019-WTW-5111-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.57486,32.91821,62142.0,0,,0
3106744,48-176000,2019-WTW-5110-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.57402,32.90321,62142.0,0,,0
3109006,48-178222,2019-WTW-9761-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54694,33.02787,62142.0,0,,0
3106794,48-176346,2019-WTW-9771-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.5816,32.88803,62142.0,0,,0
3108506,48-176952,2019-WTW-9769-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56403,32.98405,62142.0,0,,0
3107993,48-176433,2019-WTW-5118-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.5294,32.96099,62142.0,0,,0
3107785,48-176369,2019-WTW-5089-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.59956,32.87219,62142.0,0,,0
3108520,48-176876,2019-WTW-5155-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.51564,33.03854,62142.0,0,,0
3107780,48-176802,2019-WTW-5126-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.54704,32.99675,62142.0,0,,0
3107737,48-176998,2019-WTW-9762-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.52813,33.02889,62142.0,0,,0
3107221,48-178001,2019-WTW-9765-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.50873,33.01292,62142.0,0,,0
3105936,48-176136,2019-WTW-5182-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54548,33.09148,62142.0,0,,0
3108313,48-175997,2019-WTW-5113-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56799,32.91327,62142.0,0,,0
3107818,48-176197,2019-WTW-5094-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.59841,32.89005,62142.0,0,,0
3106135,48-176643,2019-WTW-5119-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.53332,32.96473,62142.0,0,,0
3107326,48-176177,2019-WTW-5098-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.59158,32.89856,62142.0,0,,0
3107553,48-176829,2019-WTW-9770-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56976,32.98749,62142.0,0,,0
3109288,48-178240,2019-WTW-5142-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54961,33.03352,62142.0,0,,0
3110364,48-178612,2019-WTW-5162-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.53368,33.04452,62142.0,0,,0
3110326,48-178633,2019-WTW-5150-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54331,33.04118,62142.0,0,,0
3106719,48-176372,2019-WTW-5166-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.51244,33.05536,62142.0,0,,0
3108495,48-178030,2019-WTW-9764-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.51517,33.0123,62142.0,0,,0
3107338,48-176903,2019-WTW-5156-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.51091,33.04374,62142.0,0,,0
3109922,48-178207,2019-WTW-5136-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.56841,33.00704,62142.0,0,,0
3105824,48-176228,2019-WTW-5095-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.59386,32.88686,62142.0,0,,0
3106355,48-176345,2019-WTW-5170-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.52982,33.05947,62142.0,0,,0
3106735,48-176219,2019-WTW-5093-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790.0,80.0,100.0,7853.98,130.1,3,3,10/31/2020,Maxar,-100.60215,32.8946,62142.0,0,,0
3107779,48-177000,2019-WTW-5127-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.5562,32.99262,62142.0,0,,0
3106168,48-176801,2019-WTW-5158-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.5025,33.04059,62142.0,0,,0
3108449,48-176658,2019-WTW-5120-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.53255,32.9761,62142.0,0,,0
3106029,48-176649,2019-WTW-5169-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.49897,33.0593,62142.0,0,,0
3107781,48-176008,2019-WTW-5115-OE,,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56061,32.91028,62142.0,0,,0
3107240,48-176828,2019-WTW-5160-OE,,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,1/28/2021,Maxar,-100.49427,33.03181,62142.0,0,,0
3107778,48-176902,2019-WTW-5128-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,10/31/2020,Maxar,-100.56276,32.99558,62142.0,0,,0
3109559,48-178634,2019-WTW-5161-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.5438,33.05064,62142.0,0,,0
3106155,48-176218,2019-WTW-5176-OE,,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820.0,89.0,127.0,12667.69,152.4,3,3,2/2/2022,Maxar,-100.54948,33.08141,62142.0,0,,0
3078370,48-131655,2016-WTW-4468-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,4/29/2018,Maxar,-101.03733,32.89556,60902.0,0,,0
3078357,48-037758,2016-WTW-4467-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,4/29/2018,Maxar,-101.04134,32.89563,60902.0,0,,0
3061611,48-037361,2016-WTW-4522-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,5/19/2017,Maxar,-100.98238,32.87596,60902.0,0,,0
3078354,48-037753,2016-WTW-4439-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,5/19/2017,Maxar,-100.98441,32.93955,60902.0,0,,0
3062222,48-037660,2016-WTW-4481-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,5/19/2017,Maxar,-100.97148,32.9037,60902.0,0,,0
3061943,48-037658,2016-WTW-4474-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,4/29/2018,Maxar,-101.01791,32.90577,60902.0,0,,0
3061541,48-037492,2016-WTW-4559-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,5/19/2017,Maxar,-100.94024,32.88164,60902.0,0,,0
3061763,48-037629,2016-WTW-4466-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,4/29/2018,Maxar,-101.01855,32.91614,60902.0,0,,0
3061531,48-037680,2016-WTW-4482-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,10/8/2017,Google Earth,-100.96761,32.90452,60902.0,0,,0
3061673,48-037624,2016-WTW-4463-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,4/29/2018,Maxar,-101.0323,32.90742,60902.0,0,,0
3078300,48-037313,2016-WTW-4556-OE,,TX,Scurry County,48415,Amazon Wind Farm Texas,2017,110,253.0,GE Wind,GE2.3-116,2300.0,80.0,116.0,10568.32,138.1,3,3,5/19/2017,Maxar,-100.95278,32.84934,60902.0,0,,0
